_id,comment_number,comment_text,Name
64df0e7babdfc5db9e1618cf,1,Join me on Discord here: https://discord.gg/alanwalker 💥,Alone
64df0e7babdfc5db9e1618d0,2,"видео для снг судя по описанию, а смотрят его не снг судя по комментарием",Alone
64df0e7babdfc5db9e1618d1,3,6 years😊☺️,Alone
64df0e7babdfc5db9e1618d2,4,電油,Alone
64df0e7babdfc5db9e1618d3,5,😂😅😅😅😊\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n😂😅😊😊😊,Alone
64df0e7babdfc5db9e1618d4,6,電位,Alone
64df0e7babdfc5db9e1618d5,7,😂😅😅😅😊\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n😂😅😅😊😊,Alone
64df0e7babdfc5db9e1618d6,8,EU ESTIVE AQUI... 17/08/2023,Alone
64df0e7babdfc5db9e1618d7,9,Bro use your real voice,Alone
64df0e7babdfc5db9e1618d8,10,alan walker was my childhood,Alone
64df0e7babdfc5db9e1618d9,11,The nostalgia,Alone
64df0e7babdfc5db9e1618da,12,is watch dogs Alan Walker  I am FANN PLSSSS!!!!,Alone
64df0e7babdfc5db9e1618db,13,Больше лайков чем у А4...,Alone
64df0e7babdfc5db9e1618dc,14,"I'm not a Christian, neither am I a part of a specific Religion, but I've sought my one true Creator who's always there and I've developed a real authentic relationship with Him. Please seek your one true Creator now while you have a chance, both later and tomorrow might be too late! Your Creator loves you and He's ready to receive you right now.",Alone
64df0e7babdfc5db9e1618dd,15,😢😢😢,Alone
64df0e7babdfc5db9e1618de,16,Amazing... ❤❤❤ Alan walker  you are amazing... Great ❤❤,Alone
64df0e7babdfc5db9e1618df,17,Fifa 18,Alone
64df0e7babdfc5db9e1618e0,18,Who still love this song like me❤️?,Alone
64df0e7babdfc5db9e1618e1,19,I wanna know who is still listening to this amazing song,Alone
64df0e7babdfc5db9e1618e2,20,I remember this song after my friend listen in my friend s phone,Alone
64df0e7babdfc5db9e1618e3,21,Es calidad,Alone
64df0e7babdfc5db9e1618e4,22,Man this got 1b virws,Alone
64df0e7babdfc5db9e1618e5,23,Alan’s sing just hit different always makes me proud I love you alan,Alone
64df0e7babdfc5db9e1618e6,24,I still listen to this😊,Alone
64df0e7babdfc5db9e1618e7,25,ابغى ارجع لهم بس هم ما يبوني وتغيرو علي اه,Alone
64df0e7babdfc5db9e1618e8,26,اهخ😢,Alone
64df0e7babdfc5db9e1618e9,27,Alguien agosto 2023?,Alone
64df0e7babdfc5db9e1618ea,28,You're welcome Allen Walker I'm not able to go to your concert 😭,Alone
64df0e7babdfc5db9e1618eb,29,Bro I listen to your music I listen to your music all day. Like I love the song alone 😍,Alone
64df0e7babdfc5db9e1618ec,30,😂😅😊😊\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n😂😅😅😊,Alone
64df0e7babdfc5db9e1618ed,31,😂😅😊😊,Alone
64df0e7babdfc5db9e1618ee,32,😂😅😅😊,Alone
64df0e7babdfc5db9e1618ef,33,6 years. 🎉 Still a masterpiece 😎,Alone
64df0e7babdfc5db9e1618f0,34,Any youngster here❤❤,Alone
64df0e7babdfc5db9e1618f1,35,After 6 years and still we are not get bored to listen this Masterpiece❤,Alone
64df0e7babdfc5db9e1618f2,36,I love this song,Alone
64df0e7babdfc5db9e1618f3,37,6yago,Alone
64df0e7babdfc5db9e1618f4,38,4years ago,Alone
64df0e7babdfc5db9e1618f5,39,1:06 Bau kein sch*** marie😂,Alone
64df0e7babdfc5db9e1618f6,40,❤,Alone
64df0e7babdfc5db9e1618f7,41,Очень пиркрасно,Alone
64df0e7babdfc5db9e1618f8,42,❤ 😪💔🔥💯,Alone
64df0e7babdfc5db9e1618f9,43,boombastic hit!!,Alone
64df0e7babdfc5db9e1618fa,44,Nostalgia😅🥲😢😭,Alone
64df0e7babdfc5db9e1618fb,45,🕊️🥺,Alone
64df0e7babdfc5db9e1618fc,46,"since I was 9 years old until now I still like this song❤ ,,, and this song I used to use the morning alarm",Alone
64df0e7babdfc5db9e1618fd,47,電場，,Alone
64df0e7babdfc5db9e1618fe,48,電磁波，,Alone
